DISE CODE|KLP ID|School Name|Day|Month|Year|Food Indent (1-5)|Food Indent (6-7)|Food Indent (8)|Food Indent (9-10)|Attendance (1-5)|Attendance (6-7)|Attendance (8)|Attendance (9-10)|
|32006|GKHPS BILEKALLI|4|JAN|2013|240|75|||160|69|||
|32006|GKHPS BILEKALLI|5|JAN|2013|240|75|||161|65|||
|32006|GKHPS BILEKALLI|7|JAN|2013|240|75|||152|63|||
|32006|GKHPS BILEKALLI|8|JAN|2013|240|75|||152|64|||
|32006|GKHPS BILEKALLI|9|JAN|2013|240|75|||159|62|||
|32006|GKHPS BILEKALLI|10|JAN|2013|240|75|||157|63|||
|32006|GKHPS BILEKALLI|11|JAN|2013|240|75|||148|63|||
|32006|GKHPS BILEKALLI|12|JAN|2013|240|75|||148|63|||
|32006|GKHPS BILEKALLI|15|JAN|2013|240|75|||106|43|||
|32006|GKHPS BILEKALLI|16|JAN|2013|240|75|||131|53|||
|32006|GKHPS BILEKALLI|17|JAN|2013|240|75|||154|57|||
|32006|GKHPS BILEKALLI|18|JAN|2013|240|75|||148|60|||
|32006|GKHPS BILEKALLI|19|JAN|2013|240|75|||150|60|||
|32006|GKHPS BILEKALLI|21|JAN|2013|240|75|||150|61|||
|32006|GKHPS BILEKALLI|22|JAN|2013|240|75|||153|60|||
|32006|GKHPS BILEKALLI|23|JAN|2013|240|75|||153|64|||
|32006|GKHPS BILEKALLI|24|JAN|2013|240|75|||151|59|||
|32006|GKHPS BILEKALLI|28|JAN|2013|240|75|||146|62|||
|32006|GKHPS BILEKALLI|29|JAN|2013|240|75|||154|57|||
|32006|GKHPS BILEKALLI|30|JAN|2013|240|75|||152|62|||
|32006|GKHPS BILEKALLI|31|JAN|2013|240|75|||153|62|||
|32008|GKHPS KODICHIKKANAHALLI|1|OCT|2012|189|86|51||162|79|36||
|32008|GKHPS KODICHIKKANAHALLI|3|OCT|2012|189|86|51||160|80|37||
|32008|GKHPS KODICHIKKANAHALLI|4|OCT|2012|189|86|51||158|76|36||
|32008|GKHPS KODICHIKKANAHALLI|5|OCT|2012|189|86|51||158|76|36||
|32008|GKHPS KODICHIKKANAHALLI|30|OCT|2012|189|86|51||75|50|10||
|32008|GKHPS KODICHIKKANAHALLI|31|OCT|2012|189|86|51||80|60|12||
|32008|GKHPS KODICHIKKANAHALLI|2|NOV|2012|189|86|51||80|40|20||
|32008|GKHPS KODICHIKKANAHALLI|3|NOV|2012|189|86|51||100|60|26||
|32008|GKHPS KODICHIKKANAHALLI|5|NOV|2012|189|86|51||130|62|30||
|32008|GKHPS KODICHIKKANAHALLI|6|NOV|2012|189|86|51||130|60|32||
|32008|GKHPS KODICHIKKANAHALLI|7|NOV|2012|189|86|51||132|60|30||
|32008|GKHPS KODICHIKKANAHALLI|8|NOV|2012|189|86|51||130|62|30||
|32008|GKHPS KODICHIKKANAHALLI|9|NOV|2012|189|86|51||131|72|31||
|32008|GKHPS KODICHIKKANAHALLI|10|NOV|2012|189|86|51||132|60|30||
|32008|GKHPS KODICHIKKANAHALLI|15|NOV|2012|189|86|51||133|65|31||
|32008|GKHPS KODICHIKKANAHALLI|16|NOV|2012|189|86|51||130|65|31||
|32008|GKHPS KODICHIKKANAHALLI|17|NOV|2012|189|86|51||135|64|30||
|32008|GKHPS KODICHIKKANAHALLI|19|NOV|2012|189|86|51||136|55|31||
|32008|GKHPS KODICHIKKANAHALLI|21|NOV|2012|189|86|51||130|63|30||
|32008|GKHPS KODICHIKKANAHALLI|22|NOV|2012|189|86|51||135|65|31||
|32008|GKHPS KODICHIKKANAHALLI|23|NOV|2012|189|86|51||130|64|30||
|32008|GKHPS KODICHIKKANAHALLI|24|NOV|2012|189|86|51||135|63|31||
|32008|GKHPS KODICHIKKANAHALLI|26|NOV|2012|189|86|51||130|64|30||
|32008|GKHPS KODICHIKKANAHALLI|27|NOV|2012|189|86|51||134|63|31||
|32008|GKHPS KODICHIKKANAHALLI|28|NOV|2012|189|86|51||135|64|30||
|32008|GKHPS KODICHIKKANAHALLI|29|NOV|2012|189|86|51||133|60|31||
|32008|GKHPS KODICHIKKANAHALLI|30|NOV|2012|189|86|51||134|62|30||
|32008|GKHPS KODICHIKKANAHALLI|3|DEC|2012|189|88|39||160|70|32||
|32008|GKHPS KODICHIKKANAHALLI|4|DEC|2012|189|88|39||156|78|34||
|32008|GKHPS KODICHIKKANAHALLI|5|DEC|2012|189|88|39||168|80|35||
|32008|GKHPS KODICHIKKANAHALLI|6|DEC|2012|189|88|39||161|81|36||
|32008|GKHPS KODICHIKKANAHALLI|7|DEC|2012|189|88|39||165|82|35||
|32008|GKHPS KODICHIKKANAHALLI|8|DEC|2012|189|88|39||164|81|36||
|32008|GKHPS KODICHIKKANAHALLI|10|DEC|2012|189|88|39||166|80|36||
|32008|GKHPS KODICHIKKANAHALLI|11|DEC|2012|189|88|39||163|81|36||
|32008|GKHPS KODICHIKKANAHALLI|12|DEC|2012|189|88|39||164|84|35||
|32008|GKHPS KODICHIKKANAHALLI|13|DEC|2012|189|88|39||165|85|36||
|32008|GKHPS KODICHIKKANAHALLI|14|DEC|2012|189|88|39||166|86|36||
|32008|GKHPS KODICHIKKANAHALLI|15|DEC|2012|189|88|39||164|84|35||
|32008|GKHPS KODICHIKKANAHALLI|17|DEC|2012|189|88|39||166|64|36||
|32008|GKHPS KODICHIKKANAHALLI|18|DEC|2012|189|88|39||167|64|35||
|32008|GKHPS KODICHIKKANAHALLI|19|DEC|2012|189|88|39||164|65|36||
|32008|GKHPS KODICHIKKANAHALLI|20|DEC|2012|189|88|39||164|64|35||
|32008|GKHPS KODICHIKKANAHALLI|21|DEC|2012|189|88|39||166|63|35||
|32008|GKHPS KODICHIKKANAHALLI|22|DEC|2012|189|88|39||164|64|36||
|32008|GKHPS KODICHIKKANAHALLI|24|DEC|2012|189|88|39||165|64|36||
|32008|GKHPS KODICHIKKANAHALLI|26|DEC|2012|189|88|39||155|69|28||
|32008|GKHPS KODICHIKKANAHALLI|27|DEC|2012|189|88|39||155|68|34||
|32008|GKHPS KODICHIKKANAHALLI|28|DEC|2012|189|88|39||166|64|36||
|32008|GKHPS KODICHIKKANAHALLI|29|DEC|2012|189|88|39||167|64|36||
|32008|GKHPS KODICHIKKANAHALLI|31|DEC|2012|189|88|39||167|64|36||
|32008|GKHPS KODICHIKKANAHALLI|1|JAN|2013|189|86|39||150|72|34||
|32008|GKHPS KODICHIKKANAHALLI|2|JAN|2013|189|86|39||170|80|31||
|32008|GKHPS KODICHIKKANAHALLI|3|JAN|2013|189|86|39||144|80|33||
|32008|GKHPS KODICHIKKANAHALLI|4|JAN|2013|189|86|39||148|82|35||
|32008|GKHPS KODICHIKKANAHALLI|5|JAN|2013|189|86|39||149|75|35||
|32008|GKHPS KODICHIKKANAHALLI|7|JAN|2013|189|86|39||150|76|34||
|32008|GKHPS KODICHIKKANAHALLI|8|JAN|2013|189|86|39||151|78|35||
|32008|GKHPS KODICHIKKANAHALLI|9|JAN|2013|189|86|39||150|80|35||
|32008|GKHPS KODICHIKKANAHALLI|10|JAN|2013|189|86|39||148|80|36||
|32008|GKHPS KODICHIKKANAHALLI|11|JAN|2013|189|86|39||150|76|34||
|32008|GKHPS KODICHIKKANAHALLI|12|JAN|2013|189|86|39||151|73|36||
|32008|GKHPS KODICHIKKANAHALLI|15|JAN|2013|189|86|39||150|76|34||
|32008|GKHPS KODICHIKKANAHALLI|16|JAN|2013|189|86|39||155|78|35||
|32008|GKHPS KODICHIKKANAHALLI|17|JAN|2013|189|86|39||156|80|37||
|32008|GKHPS KODICHIKKANAHALLI|18|JAN|2013|189|86|39||154|81|36||
|32008|GKHPS KODICHIKKANAHALLI|19|JAN|2013|189|86|39||154|80|35||
|32008|GKHPS KODICHIKKANAHALLI|21|JAN|2013|189|86|39||150|80|36||
|32008|GKHPS KODICHIKKANAHALLI|22|JAN|2013|189|86|39||153|81|37||
|32008|GKHPS KODICHIKKANAHALLI|23|JAN|2013|189|86|39||152|79|36||
|32008|GKHPS KODICHIKKANAHALLI|24|JAN|2013|189|86|39||155|80|35||
|32008|GKHPS KODICHIKKANAHALLI|28|JAN|2013|189|86|39||154|80|34||
|32008|GKHPS KODICHIKKANAHALLI|29|JAN|2013|189|86|39||155|80|34||
|32008|GKHPS KODICHIKKANAHALLI|30|JAN|2013|189|86|39||153|80|35||
|32008|GKHPS KODICHIKKANAHALLI|31|JAN|2013|189|86|39||134|81|34||
|32054|GKHPS BELTHURU|1|SEP|2012|142|42|||95|36|||
|32054|GKHPS BELTHURU|3|SEP|2012|144|42|||104|39|||
|32054|GKHPS BELTHURU|4|SEP|2012|142|42|||97|40|||
|32054|GKHPS BELTHURU|5|SEP|2012|142|42|||104|40|||
|32054|GKHPS BELTHURU|6|SEP|2012|142|42|||102|39|||
|32054|GKHPS BELTHURU|7|SEP|2012|142|42|||99|38|||
|32054|GKHPS BELTHURU|8|SEP|2012|142|42|||105|38|||
|32054|GKHPS BELTHURU|10|SEP|2012|142|42|||102|36|||
|32054|GKHPS BELTHURU|11|SEP|2012|142|42|||104|37|||
|32054|GKHPS BELTHURU|12|SEP|2012|142|42|||103|38|||
|32054|GKHPS BELTHURU|13|SEP|2012|142|42|||103|29|||
|32054|GKHPS BELTHURU|14|SEP|2012|142|47|||100|35|||
|32054|GKHPS BELTHURU|15|SEP|2012|142|47|||100|36|||
|32054|GKHPS BELTHURU|17|SEP|2012|142|47|||101|33|||
|32054|GKHPS BELTHURU|21|SEP|2012|142|47|||98|33|||
|32054|GKHPS BELTHURU|22|SEP|2012|142|47|||97|35|||
|32054|GKHPS BELTHURU|24|SEP|2012|142|47|||107|40|||
|32054|GKHPS BELTHURU|25|SEP|2012|142|47|||110|40|||
|32054|GKHPS BELTHURU|26|SEP|2012|142|47|||110|40|||
|32054|GKHPS BELTHURU|27|SEP|2012|142|47|||110|40|||
|32054|GKHPS BELTHURU|28|SEP|2012|142|47|||110|40|||
|32054|GKHPS BELTHURU|29|SEP|2012|142|47|||110|40|||
|32054|GKHPS BELTHURU|1|OCT|2012|||||112|41|||
|32054|GKHPS BELTHURU|3|OCT|2012|||||112|41|||
|32054|GKHPS BELTHURU|4|OCT|2012|||||112|41|||
|32054|GKHPS BELTHURU|5|OCT|2012|||||112|41|||
|32054|GKHPS BELTHURU|30|OCT|2012|||||100|40|||
|32054|GKHPS BELTHURU|31|OCT|2012|||||95|35|||
|32054|GKHPS BELTHURU|2|NOV|2012|149|42|||105|35|||
|32054|GKHPS BELTHURU|3|NOV|2012|149|42|||97|29|||
|32054|GKHPS BELTHURU|5|NOV|2012|149|42|||112|36|||
|32054|GKHPS BELTHURU|6|NOV|2012|149|42|||113|35|||
|32054|GKHPS BELTHURU|7|NOV|2012|149|42|||110|37|||
|32054|GKHPS BELTHURU|8|NOV|2012|149|42|||101|36|||
|32054|GKHPS BELTHURU|9|NOV|2012|149|42|||108|34|||
|32054|GKHPS BELTHURU|10|NOV|2012|149|42|||100|36|||
|32054|GKHPS BELTHURU|15|NOV|2012|149|42|||88|35|||
|32054|GKHPS BELTHURU|16|NOV|2012|149|42|||105|40|||
|32054|GKHPS BELTHURU|17|NOV|2012|149|42|||106|36|||
|32054|GKHPS BELTHURU|19|NOV|2012|130|42|||111|35|||
|32054|GKHPS BELTHURU|20|NOV|2012|130|42|||110|37|||
|32054|GKHPS BELTHURU|21|NOV|2012|130|42|||105|39|||
|32054|GKHPS BELTHURU|22|NOV|2012|129|41|||106|38|||
|32054|GKHPS BELTHURU|23|NOV|2012|129|41|||107|29|||
|32054|GKHPS BELTHURU|24|NOV|2012|129|41|||103|35|||
|32054|GKHPS BELTHURU|26|NOV|2012|129|41|||104|36|||
|32054|GKHPS BELTHURU|27|NOV|2012|129|41|||110|38|||
|32054|GKHPS BELTHURU|28|NOV|2012|129|41|||110|38|||
|32054|GKHPS BELTHURU|29|NOV|2012|129|41|||110|38|||
|32054|GKHPS BELTHURU|30|NOV|2012|129|41|||110|38|||
|32054|GKHPS BELTHURU|3|DEC|2012|129|41|||104|33|||
|32054|GKHPS BELTHURU|4|DEC|2012|129|41|||108|33|||
|32054|GKHPS BELTHURU|5|DEC|2012|129|41|||107|38|||
|32054|GKHPS BELTHURU|6|DEC|2012|129|41|||108|38|||
|32054|GKHPS BELTHURU|7|DEC|2012|129|41|||109|36|||
|32054|GKHPS BELTHURU|8|DEC|2012|129|41|||109|35|||
|32054|GKHPS BELTHURU|11|DEC|2012|129|41|||106|36|||
|32054|GKHPS BELTHURU|12|DEC|2012|129|41|||101|38|||
|32054|GKHPS BELTHURU|13|DEC|2012|129|41|||111|34|||
|32054|GKHPS BELTHURU|14|DEC|2012|129|41|||110|35|||
|32054|GKHPS BELTHURU|15|DEC|2012|129|41|||107|37|||
|32054|GKHPS BELTHURU|17|DEC|2012|129|41|||103|34|||
|32054|GKHPS BELTHURU|18|DEC|2012|129|41|||107|37|||
|32054|GKHPS BELTHURU|19|DEC|2012|129|41|||109|38|||
|32054|GKHPS BELTHURU|20|DEC|2012|129|41|||106|40|||
|32054|GKHPS BELTHURU|21|DEC|2012|129|41|||104|36|||
|32054|GKHPS BELTHURU|22|DEC|2012|129|41|||98|39|||
|32054|GKHPS BELTHURU|24|DEC|2012|129|41|||101|40|||
|32054|GKHPS BELTHURU|26|DEC|2012|129|41|||109|36|||
|32054|GKHPS BELTHURU|27|DEC|2012|129|41|||110|40|||
|32054|GKHPS BELTHURU|28|DEC|2012|129|41|||110|40|||
|32054|GKHPS BELTHURU|31|DEC|2012|129|41|||110|40|||
|32054|GKHPS BELTHURU|1|JAN|2013|129|41|||95|36|||
|32054|GKHPS BELTHURU|2|JAN|2013|129|41|||99|36|||
|32054|GKHPS BELTHURU|3|JAN|2013|129|41|||106|35|||
|32054|GKHPS BELTHURU|4|JAN|2013|129|41|||106|35|||
|32054|GKHPS BELTHURU|5|JAN|2013|129|41|||106|35|||
|32054|GKHPS BELTHURU|7|JAN|2013|129|41|||106|35|||
|32054|GKHPS BELTHURU|8|JAN|2013|129|41|||105|35|||
|32054|GKHPS BELTHURU|9|JAN|2013|129|41|||105|35|||
|32054|GKHPS BELTHURU|10|JAN|2013|129|41|||105|35|||
|32054|GKHPS BELTHURU|11|JAN|2013|129|41|||105|35|||
|32054|GKHPS BELTHURU|12|JAN|2013|129|41|||105|36|||
|32054|GKHPS BELTHURU|15|JAN|2013|129|41|||104|35|||
|32054|GKHPS BELTHURU|16|JAN|2013|129|41|||105|35|||
|32054|GKHPS BELTHURU|17|JAN|2013|129|41|||102|38|||
|32054|GKHPS BELTHURU|18|JAN|2013|129|41|||104|35|||
|32054|GKHPS BELTHURU|19|JAN|2013|129|41|||104|35|||
|32054|GKHPS BELTHURU|21|JAN|2013|129|41|||106|36|||
|32054|GKHPS BELTHURU|22|JAN|2013|129|41|||107|37|||
|32054|GKHPS BELTHURU|23|JAN|2013|129|41|||112|38|||
|32054|GKHPS BELTHURU|24|JAN|2013|129|41|||111|38|||
|32054|GKHPS BELTHURU|28|JAN|2013|129|41|||106|37|||
|32054|GKHPS BELTHURU|29|JAN|2013|129|41|||112|36|||
|32054|GKHPS BELTHURU|30|JAN|2013|129|41|||112|38|||
|32054|GKHPS BELTHURU|31|JAN|2013|129|41|||112|38|||
|32055|GKHPS CHANNASANDRA|01|SEP|2012|218|126|31||170|101|21||
|32055|GKHPS CHANNASANDRA|03|SEP|2012|218|126|31||172|102|22||
|32055|GKHPS CHANNASANDRA|04|SEP|2012|218|126|31||171|100|26||
|32055|GKHPS CHANNASANDRA|05|SEP|2012|218|126|31||170|101|21||
|32055|GKHPS CHANNASANDRA|06|SEP|2012|218|126|31||171|100|20||
|32055|GKHPS CHANNASANDRA|07|SEP|2012|218|126|31||170|105|21||
|32055|GKHPS CHANNASANDRA|08|SEP|2012|218|126|31||170|100|20||
|32055|GKHPS CHANNASANDRA|10|SEP|2012|218|126|31||171|101|21||
|32055|GKHPS CHANNASANDRA|11|SEP|2012|218|126|31||170|100|20||
|32055|GKHPS CHANNASANDRA|12|SEP|2012|218|126|31||171|101|20||
|32055|GKHPS CHANNASANDRA|13|SEP|2012|218|126|31||170|100|21||
|32055|GKHPS CHANNASANDRA|14|SEP|2012|218|126|31||171|100|20||
|32055|GKHPS CHANNASANDRA|15|SEP|2012|218|126|31||170|101|21||
|32055|GKHPS CHANNASANDRA|17|SEP|2012|218|126|31||171|100|20||
|32055|GKHPS CHANNASANDRA|21|SEP|2012|218|126|31||170|101|22||
|32055|GKHPS CHANNASANDRA|22|SEP|2012|218|126|31||171|100|22||
|32055|GKHPS CHANNASANDRA|24|SEP|2012|218|126|31||171|101|22||
|32055|GKHPS CHANNASANDRA|25|SEP|2012|218|126|31||171|101|22||
|32055|GKHPS CHANNASANDRA|26|SEP|2012|218|126|31||171|101|22||
|32055|GKHPS CHANNASANDRA|27|SEP|2012|218|126|31||171|101|22||
|32055|GKHPS CHANNASANDRA|28|SEP|2012|218|126|31||171|101|22||
|32055|GKHPS CHANNASANDRA|29|SEP|2012|218|126|31||171|101|22||
|32055|GKHPS CHANNASANDRA|01|OCT|2012|126|31|||102|30|||
|32055|GKHPS CHANNASANDRA|03|OCT|2012|126|31|||100|28|||
|32055|GKHPS CHANNASANDRA|05|OCT|2012|126|31|||98|22|||
|32055|GKHPS CHANNASANDRA|31|OCT|2012|126|31|||95|16|||
|32055|GKHPS CHANNASANDRA|31|OCT|2012|126|31|||100|20|||
|32055|GKHPS CHANNASANDRA|03|NOV|2012|218|126|31||95|50|16||
|32055|GKHPS CHANNASANDRA|05|NOV|2012|218|126|31||100|70|20||
|32055|GKHPS CHANNASANDRA|06|NOV|2012|218|126|31||150|90|21||
|32055|GKHPS CHANNASANDRA|07|NOV|2012|218|126|31||160|100|22||
|32055|GKHPS CHANNASANDRA|08|NOV|2012|218|126|31||162|101|22||
|32055|GKHPS CHANNASANDRA|09|NOV|2012|218|126|31||170|102|22||
|32055|GKHPS CHANNASANDRA|10|NOV|2012|218|126|31||165|100|20||
|32055|GKHPS CHANNASANDRA|15|NOV|2012|218|126|31||170|100|21||
|32055|GKHPS CHANNASANDRA|16|NOV|2012|218|126|31||165|100|22||
|32055|GKHPS CHANNASANDRA|17|NOV|2012|218|126|31||170|101|21||
|32055|GKHPS CHANNASANDRA|19|NOV|2012|218|126|31||164|100|20||
|32055|GKHPS CHANNASANDRA|20|NOV|2012|218|126|31||165|101|22||
|32055|GKHPS CHANNASANDRA|21|NOV|2012|218|126|31||168|100|21||
|32055|GKHPS CHANNASANDRA|22|NOV|2012|218|126|31||165|101|22||
|32055|GKHPS CHANNASANDRA|23|NOV|2012|218|126|31||168|100|22||
|32055|GKHPS CHANNASANDRA|24|NOV|2012|218|126|31||166|101|20||
|32055|GKHPS CHANNASANDRA|26|NOV|2012|218|126|31||168|101|20||
|32055|GKHPS CHANNASANDRA|27|NOV|2012|218|126|31||170|102|21||
|32055|GKHPS CHANNASANDRA|28|NOV|2012|218|126|31||168|100|22||
|32055|GKHPS CHANNASANDRA|29|NOV|2012|218|126|31||166|102|22||
|32055|GKHPS CHANNASANDRA|30|NOV|2012|218|126|31||170|101|20||
|32055|GKHPS CHANNASANDRA|03|DEC|2012|218|126|31||166|101|25||
|32055|GKHPS CHANNASANDRA|04|DEC|2012|218|126|31||165|100|26||
|32055|GKHPS CHANNASANDRA|05|DEC|2012|218|126|31||168|102|27||
|32055|GKHPS CHANNASANDRA|06|DEC|2012|218|126|31||170|101|24||
|32055|GKHPS CHANNASANDRA|07|DEC|2012|218|126|31||171|100|23||
|32055|GKHPS CHANNASANDRA|08|DEC|2012|218|126|31||170|101|24||
|32055|GKHPS CHANNASANDRA|11|DEC|2012|218|126|31||170|100|26||
|32055|GKHPS CHANNASANDRA|12|DEC|2012|218|126|31||170|100|26||
|32055|GKHPS CHANNASANDRA|13|DEC|2012|218|126|31||166|101|25||
|32055|GKHPS CHANNASANDRA|14|DEC|2012|218|126|31||169|102|26||
|32055|GKHPS CHANNASANDRA|15|DEC|2012|218|126|31||166|101|25||
|32055|GKHPS CHANNASANDRA|17|DEC|2012|218|126|31||169|102|26||
|32055|GKHPS CHANNASANDRA|18|DEC|2012|218|126|31||169|100|26||
|32055|GKHPS CHANNASANDRA|19|DEC|2012|218|126|31||169|100|26||
|32055|GKHPS CHANNASANDRA|20|DEC|2012|218|126|31||170|100|26||
|32055|GKHPS CHANNASANDRA|21|DEC|2012|218|126|31||169|100|26||
|32055|GKHPS CHANNASANDRA|22|DEC|2012|218|126|31||170|101|26||
|32055|GKHPS CHANNASANDRA|24|DEC|2012|218|126|31||170|100|26||
|32055|GKHPS CHANNASANDRA|26|DEC|2012|218|126|31||166|101|25||
|32055|GKHPS CHANNASANDRA|27|DEC|2012|218|126|31||168|102|26||
|32055|GKHPS CHANNASANDRA|28|DEC|2012|218|126|31||170|100|27||
|32055|GKHPS CHANNASANDRA|29|DEC|2012|218|126|31||170|100|26||
|32055|GKHPS CHANNASANDRA|31|DEC|2012|218|126|31||170|100|26||
|32055|GKHPS CHANNASANDRA|01|JAN|2013|219|130|31||170|102|26||
|32055|GKHPS CHANNASANDRA|02|JAN|2013|219|130|31||169|101|26||
|32055|GKHPS CHANNASANDRA|03|JAN|2013|219|130|31||170|102|25||
|32055|GKHPS CHANNASANDRA|04|JAN|2013|219|130|31||170|102|25||
|32055|GKHPS CHANNASANDRA|05|JAN|2013|219|130|31||170|102|25||
|32055|GKHPS CHANNASANDRA|07|JAN|2013|219|130|31||205|115|28||
|32055|GKHPS CHANNASANDRA|08|JAN|2013|219|130|31||205|115|28||
|32055|GKHPS CHANNASANDRA|09|JAN|2013|219|130|31||206|113|28||
|32055|GKHPS CHANNASANDRA|10|JAN|2013|219|130|31||206|111|26||
|32055|GKHPS CHANNASANDRA|11|JAN|2013|219|130|31||174|114|25||
|32055|GKHPS CHANNASANDRA|12|JAN|2013|219|130|31||196|95|25||
|32055|GKHPS CHANNASANDRA|15|JAN|2013|219|130|31||178|99|21||
|32055|GKHPS CHANNASANDRA|16|JAN|2013|219|130|31||290|114|25||
|32055|GKHPS CHANNASANDRA|17|JAN|2013|219|130|31||204|115|29||
|32055|GKHPS CHANNASANDRA|18|JAN|2013|219|130|31||185|120|31||
