School_Code|acyear|Class1_Total_Enr_Boys|Class2_Total_Enr_Boys|Class3_Total_Enr_Boys|Class4_Total_Enr_Boys|Class5_Total_Enr_Boys|Class6_Total_Enr_Boys|Class7_Total_Enr_Boys|Class8_Total_Enr_Boys|Class1_Total_Enr_Girls|Class2_Total_Enr_Girls|Class3_Total_Enr_Girls|Class4_Total_Enr_Girls|Class5_Total_Enr_Girls|Class6_Total_Enr_Girls|Class7_Total_Enr_Girls|Class8_Total_Enr_Girls
29010200101|2010-11|26|25|31|31|39|34|28|0|14|20|32|21|42|28|24|0
29010200701|2010-11|45|49|39|41|40|26|38|0|50|40|54|43|35|41|62|0
29010200703|2010-11|22|34|35|50|54|66|98|0|22|46|35|55|55|88|78|0
29010200705|2010-11|27|14|19|34|36|8|25|0|26|17|42|27|24|27|19|0
29010200708|2010-11|1|4|3|6|9|18|4|0|13|10|15|13|18|24|24|0
29010200712|2010-11|112|72|78|82|69|71|74|0|36|49|30|57|54|35|36|0
29010200715|2010-11|0|0|0|0|0|28|28|21|0|0|0|0|0|20|20|29
29010200723|2010-11|5|4|6|4|2|0|0|0|11|7|6|4|5|0|0|0
29010200727|2010-11|19|10|6|11|15|14|4|0|8|8|4|7|7|10|6|0
29010200735|2010-11|17|3|2|8|13|24|8|0|20|2|5|6|8|13|2|0
29010200736|2010-11|4|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0
29010200739|2010-11|34|39|38|28|27|31|0|0|25|17|20|26|19|12|0|0
29010200740|2010-11|38|1|1|1|2|0|0|0|15|5|1|4|2|0|0|0
29010200750|2010-11|22|3|9|11|21|15|18|10|9|5|4|8|4|10|8|2
29010200758|2010-11|6|5|3|7|5|2|2|0|10|4|4|6|8|5|9|0
29010200759|2010-11|3|2|1|1|2|0|0|0|7|3|3|9|2|0|0|0
29010200801|2010-11|9|12|9|13|22|17|24|0|7|7|12|17|23|16|20|0
29010200802|2010-11|2|1|1|1|1|0|0|0|4|0|0|2|4|0|0|0
29010200901|2010-11|7|10|12|13|12|12|21|0|16|15|14|12|11|12|12|0
29010201001|2010-11|2|3|4|5|5|0|0|0|3|3|7|6|8|0|0|0
29010201201|2010-11|7|6|6|8|15|0|0|0|4|7|3|11|9|0|0|0
29010201301|2010-11|11|7|19|15|22|15|21|0|13|14|12|14|9|9|8|0
29010201501|2010-11|2|9|7|13|5|4|9|9|6|5|12|6|5|7|4|7
29010201601|2010-11|16|16|10|24|16|16|26|0|18|23|28|25|29|22|29|0
29010201702|2010-11|40|34|41|49|54|51|47|0|0|0|0|0|0|0|0|0
29010201703|2010-11|0|0|0|0|0|0|0|0|40|33|42|49|52|40|63|0
29010201706|2010-11|9|8|21|10|17|3|0|0|13|13|10|12|8|1|0|0
29010201707|2010-11|56|4|6|3|2|0|0|0|42|1|4|2|0|0|0|0
29010201711|2010-11|5|5|0|0|0|0|0|0|5|5|0|0|0|0|0|0
29010201801|2010-11|9|15|13|14|18|16|14|0|15|15|18|18|20|13|21|0
29010201903|2010-11|41|15|17|24|11|0|0|0|23|10|9|19|10|0|0|0
29010202001|2010-11|13|5|5|12|15|8|14|9|16|9|14|11|13|12|10|14
29010202136|2010-11|32|21|21|16|0|0|0|0|10|16|11|8|0|0|0|0
29010202201|2010-11|21|19|24|25|29|30|28|0|21|27|24|23|27|24|36|0
29010202401|2010-11|8|5|10|10|9|12|12|10|7|8|3|12|12|11|11|9
29010202501|2010-11|6|7|4|8|11|11|10|0|8|18|8|6|6|8|4|0
29010202701|2010-11|17|19|24|16|28|39|36|0|19|16|23|17|25|34|36|0
29010202703|2010-11|5|1|1|0|3|0|0|0|2|3|0|4|1|0|0|0
29010202707|2010-11|7|3|2|6|4|0|0|0|10|3|4|7|2|0|0|0
29010202801|2010-11|16|10|21|20|23|10|21|0|21|5|15|17|17|12|20|0
29010202901|2010-11|30|17|27|35|16|26|32|0|20|25|26|21|19|38|33|0
29010202903|2010-11|6|4|4|5|7|0|0|0|2|0|3|3|3|0|0|0
29010203101|2010-11|22|24|20|18|30|26|37|0|30|23|23|24|30|26|32|0
29010203102|2010-11|5|2|6|6|3|0|0|0|4|4|6|1|5|0|0|0
29010203106|2010-11|5|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0
29010203202|2010-11|2|2|1|2|2|0|0|0|4|2|1|3|2|0|0|0
29010203301|2010-11|11|12|11|15|15|8|10|0|13|9|7|13|8|8|10|0
29010203403|2010-11|2|3|7|1|3|0|0|0|3|4|2|6|5|0|0|0
29010203405|2010-11|3|11|17|18|16|5|11|0|6|9|11|14|17|11|9|0
29010203501|2010-11|23|9|14|24|30|38|37|0|20|22|19|20|10|28|26|0
29010203502|2010-11|4|5|3|8|7|8|13|0|0|0|0|0|0|0|0|0
29010203504|2010-11|12|8|18|11|10|14|20|0|22|14|12|16|19|17|13|0
29010203507|2010-11|0|3|3|0|1|0|0|0|1|1|2|1|1|0|0|0
29010203511|2010-11|3|3|2|0|0|0|0|0|1|2|2|3|3|0|0|0
29010203512|2010-11|23|25|15|16|19|17|12|0|25|25|13|17|14|7|16|0
29010203515|2010-11|5|6|4|5|11|5|9|8|8|5|9|6|6|10|10|8
29010203601|2010-11|12|6|6|7|8|10|7|0|11|8|9|13|6|7|5|0
29010203801|2010-11|20|17|12|18|18|17|12|0|24|12|20|18|16|11|16|0
29010203901|2010-11|12|4|13|9|10|9|15|14|18|9|17|18|13|13|14|14
29010204101|2010-11|9|7|7|4|6|7|6|0|3|7|7|4|13|7|5|0
29010204201|2010-11|15|18|23|31|33|26|21|0|23|30|15|25|27|23|19|0
29010204401|2010-11|4|6|3|5|6|14|6|0|7|4|4|5|6|17|16|0
29010204402|2010-11|26|17|22|19|21|29|22|0|21|13|17|10|30|34|18|0
29010204601|2010-11|32|23|22|27|49|34|34|0|16|17|20|24|31|18|37|0
29010204602|2010-11|2|2|2|2|2|0|0|0|3|3|3|3|3|0|0|0
29010205401|2010-11|22|15|19|16|26|16|17|0|14|16|10|18|25|22|16|0
29010200201|2010-11|11|17|16|23|7|12|16|0|19|14|16|17|21|13|13|0
29010200301|2010-11|6|4|3|6|3|0|0|0|4|4|4|5|2|0|0|0
29010200401|2010-11|22|15|23|21|14|17|26|20|20|18|20|39|18|20|20|36
29010200501|2010-11|33|30|38|35|28|28|40|0|42|30|34|36|36|37|36|0
29010200502|2010-11|0|1|1|1|1|0|0|0|3|3|0|0|2|0|0|0
29010200503|2010-11|3|3|2|6|7|0|0|0|2|3|3|4|4|0|0|0
29010200505|2010-11|11|12|11|11|4|9|0|0|7|6|6|4|4|3|0|0
29010200601|2010-11|5|12|10|10|13|12|9|0|7|9|14|17|8|2|10|0
29010205501|2010-11|14|7|10|11|5|18|10|0|18|8|13|12|7|7|9|0
29010203401|2010-11|13|0|0|2|5|7|1|0|20|2|2|4|2|1|0|0
29010200704|2010-11|30|34|30|65|56|64|59|0|24|25|32|35|26|38|48|0
29010205601|2010-11|23|24|33|36|29|25|46|0|17|29|29|23|25|44|25|0
29010205602|2010-11|1|0|5|3|2|0|0|0|2|0|1|0|2|0|0|0
29010200710|2010-11|24|30|30|27|19|23|18|0|18|15|12|14|21|15|15|0
29010203407|2010-11|21|39|23|20|21|24|25|0|29|27|13|20|20|16|16|0
29010205603|2010-11|8|5|3|1|2|0|0|0|4|4|7|5|7|0|0|0
29010200722|2010-11|22|15|14|26|16|7|6|0|14|17|13|20|12|7|13|0
29010205701|2010-11|3|7|11|9|8|8|6|8|14|11|11|11|14|16|7|10
29010200726|2010-11|0|0|0|0|0|8|14|22|0|0|0|0|0|1|2|3
29010203503|2010-11|0|0|0|0|0|0|0|0|2|5|5|9|9|9|12|0
29010200734|2010-11|8|12|6|7|4|7|10|0|10|15|16|18|11|13|9|0
29010205801|2010-11|5|9|7|5|6|5|7|0|8|6|11|8|11|5|10|0
29010205901|2010-11|12|9|11|17|19|15|8|16|12|4|11|16|14|14|17|17
29010200738|2010-11|4|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0
29010203508|2010-11|37|35|34|41|18|21|28|8|14|18|15|16|9|6|17|6
29010206001|2010-11|11|8|6|10|7|12|8|0|9|9|12|8|5|8|7|0
29010200741|2010-11|5|4|6|4|2|3|0|0|3|2|4|1|4|0|0|0
29010206102|2010-11|2|0|1|3|0|0|0|0|4|1|2|8|0|0|0|0
29010200755|2010-11|0|0|0|0|0|26|28|27|0|0|0|0|0|19|16|16
29010203514|2010-11|3|4|5|4|1|0|0|0|3|2|5|6|1|0|0|0
29010206201|2010-11|11|13|13|7|16|11|12|0|9|12|10|10|18|11|11|0
29010200760|2010-11|11|8|6|11|9|6|10|0|25|30|20|28|19|34|29|0
29010206302|2010-11|10|7|9|7|14|5|7|0|5|9|7|9|7|12|8|0
29010203701|2010-11|10|14|15|15|13|14|8|13|11|11|13|6|12|7|15|8
29010200804|2010-11|15|18|17|13|11|10|0|0|11|9|12|6|5|7|0|0
29010206401|2010-11|17|18|13|13|21|19|24|0|16|19|18|35|31|33|24|0
29010206403|2010-11|2|0|0|2|2|0|0|0|0|1|2|0|0|0|0|0
29010201101|2010-11|15|11|14|15|19|12|21|13|13|7|12|14|20|16|12|20
29010204001|2010-11|23|15|11|11|8|17|17|17|18|19|15|21|21|9|11|16
29010206406|2010-11|5|5|0|0|0|0|0|0|5|5|0|0|0|0|0|0
29010201401|2010-11|3|16|10|7|8|8|17|0|8|6|8|5|13|13|11|0
29010206501|2010-11|8|6|7|2|5|0|0|0|2|0|5|10|7|0|0|0
29010204301|2010-11|15|15|15|20|24|9|14|0|9|14|18|18|14|16|13|0
29010201602|2010-11|22|24|10|15|12|14|14|0|16|6|11|12|2|2|3|0
29010206601|2010-11|10|5|5|11|9|10|8|0|9|6|7|9|8|14|9|0
29010206701|2010-11|15|16|24|23|14|45|37|0|16|16|24|22|16|33|34|0
29010201704|2010-11|3|2|4|1|3|1|0|0|7|5|4|5|3|8|0|0
29010204403|2010-11|13|9|14|12|8|0|0|0|17|14|9|10|14|0|0|0
29010201710|2010-11|20|21|30|36|19|0|0|0|14|6|12|9|18|0|0|0
29010204604|2010-11|6|4|6|4|0|0|0|0|4|3|3|3|0|0|0|0
29010201901|2010-11|29|27|22|33|30|14|30|0|34|29|41|33|43|31|32|0
29010204605|2010-11|2|1|5|6|0|0|0|0|5|3|3|1|0|0|0|0
29010204606|2010-11|7|7|8|9|7|0|0|0|4|8|2|5|4|0|0|0
29010202101|2010-11|11|22|21|30|36|28|20|0|16|13|21|25|26|39|26|0
29010204607|2010-11|1|1|0|1|0|0|0|0|3|1|3|2|1|0|0|0
29010204701|2010-11|17|12|11|18|22|15|9|10|17|13|13|19|15|14|11|10
29010202301|2010-11|5|9|7|9|15|7|7|10|7|13|6|12|11|11|7|7
29010204801|2010-11|17|10|21|26|25|21|20|0|18|14|11|17|26|30|19|0
29010204802|2010-11|1|2|3|2|3|0|0|0|2|0|2|2|3|0|0|0
29010202602|2010-11|3|4|1|4|1|0|0|0|4|4|2|2|4|0|0|0
29010204803|2010-11|15|16|17|18|23|15|25|0|16|18|11|9|12|13|20|0
29010204807|2010-11|5|5|0|0|0|0|0|0|5|5|0|0|0|0|0|0
29010202705|2010-11|22|6|4|3|2|0|0|0|6|1|5|6|4|0|0|0
29010204901|2010-11|22|17|30|19|30|40|34|0|16|20|25|21|25|33|36|0
29010204903|2010-11|6|5|7|12|8|0|0|0|5|11|10|14|11|0|0|0
29010202802|2010-11|2|2|0|0|0|0|0|0|3|3|5|4|2|0|0|0
29010205001|2010-11|4|4|4|6|7|0|0|0|2|1|4|7|9|0|0|0
29010205101|2010-11|10|6|5|9|9|6|7|4|7|6|13|5|6|6|9|12
29010203001|2010-11|14|6|8|9|9|7|9|0|7|12|7|16|9|12|11|0
29010205201|2010-11|17|19|20|28|43|15|15|0|22|14|15|23|26|21|20|0
29010205203|2010-11|0|0|0|0|0|26|25|25|0|0|0|0|0|24|25|25
29010205301|2010-11|2|5|4|9|6|8|12|0|9|7|8|5|9|5|10|0
29010203201|2010-11|13|11|11|14|12|14|9|16|14|11|10|9|10|14|14|12
29010206707|2010-11|14|26|17|12|22|22|25|0|38|27|33|18|26|37|33|0
29010206709|2010-11|21|25|12|18|23|22|27|6|13|16|13|19|10|16|18|9
29010206712|2010-11|7|9|4|6|0|0|0|0|8|3|3|3|0|0|0|0
29010206713|2010-11|8|6|6|5|6|0|0|0|5|9|4|6|2|0|0|0
29010206717|2010-11|0|0|0|0|0|27|47|163|0|0|0|0|0|7|3|10
29010206720|2010-11|6|6|6|6|6|6|6|0|6|6|6|6|6|6|6|0
29010206721|2010-11|5|6|7|10|7|7|6|0|9|8|7|8|14|10|12|0
29010206722|2010-11|12|10|15|8|18|0|0|0|16|12|10|9|6|0|0|0
29010206723|2010-11|27|14|34|26|30|30|18|0|19|14|28|17|26|41|50|0
29010206801|2010-11|22|17|14|13|20|22|15|0|10|15|21|17|9|15|20|0
29010206802|2010-11|4|1|3|3|4|0|0|0|9|2|1|2|3|0|0|0
29010206901|2010-11|17|19|17|17|20|18|20|0|23|14|19|22|19|14|23|0
29010207001|2010-11|17|22|29|25|33|27|36|0|23|22|27|15|25|21|23|0
29010207101|2010-11|9|9|11|6|13|10|8|0|12|9|8|9|13|11|11|0
29010207102|2010-11|2|2|1|0|0|0|0|0|3|1|0|3|3|0|0|0
29010207103|2010-11|9|9|7|14|13|28|14|0|9|12|9|11|13|24|12|0
29010207104|2010-11|12|6|8|7|8|16|2|0|8|6|2|8|7|16|6|0
29010207105|2010-11|3|2|2|0|5|0|0|0|5|2|4|2|5|0|0|0
29010207106|2010-11|8|6|6|4|4|0|0|0|5|4|5|4|3|0|0|0
29010207107|2010-11|5|5|2|2|3|0|0|0|0|2|1|3|3|0|0|0
29010207108|2010-11|7|2|3|3|2|0|0|0|11|5|4|5|3|0|0|0
29010207109|2010-11|5|3|2|5|1|0|0|0|8|0|2|2|1|0|0|0
29010207201|2010-11|4|2|5|2|7|0|0|0|4|3|8|4|5|0|0|0
29010207202|2010-11|29|27|33|29|36|42|37|0|33|30|25|29|27|37|38|0
29010207205|2010-11|0|1|0|1|0|0|0|0|5|2|4|0|0|0|0|0
29010207301|2010-11|7|6|6|3|9|5|0|0|7|7|1|10|8|4|0|0
29010207401|2010-11|12|5|7|9|9|0|0|0|8|8|4|8|9|0|0|0
29010207501|2010-11|5|13|9|6|6|8|0|0|5|7|6|8|9|8|0|0
29010207701|2010-11|11|8|18|14|24|14|11|0|8|11|14|14|19|16|13|0
29010207801|2010-11|7|5|10|6|7|6|10|0|7|8|11|6|11|6|6|0
29010207901|2010-11|61|52|45|61|54|56|58|0|0|0|0|0|0|0|0|0
29010207903|2010-11|7|8|4|9|11|18|9|0|34|19|26|26|19|25|22|0
29010207905|2010-11|1|3|6|8|7|3|5|0|1|2|4|1|10|3|3|0
29010207907|2010-11|13|11|6|5|12|0|0|0|0|3|0|1|0|0|0|0
29010207908|2010-11|25|35|18|23|21|10|9|0|17|17|11|8|6|2|4|0
29010207914|2010-11|12|14|11|4|0|0|0|0|6|9|5|5|0|0|0|0
29010208001|2010-11|12|8|4|12|10|3|5|6|7|11|12|10|11|11|13|11
29010208101|2010-11|24|7|33|22|21|28|24|17|17|16|30|24|22|11|12|18
29010208201|2010-11|21|14|22|24|34|21|25|0|19|18|13|24|17|20|25|0
29010208401|2010-11|12|3|12|6|7|9|11|0|4|13|6|7|13|11|6|0
29010208501|2010-11|13|9|7|6|6|4|0|0|12|9|10|8|12|3|0|0
29010208701|2010-11|10|14|24|16|21|20|26|0|16|12|18|13|20|19|17|0
29010208703|2010-11|42|7|5|6|9|6|0|0|24|3|3|0|2|0|0|0
29010206705|2010-11|0|3|0|2|2|0|0|0|3|1|2|1|2|0|0|0
29010206706|2010-11|0|0|0|0|0|0|0|0|1|2|3|6|6|0|0|0
29010208802|2010-11|5|4|3|5|2|0|0|0|2|1|3|3|3|0|0|0
29010208803|2010-11|3|12|9|8|9|11|6|13|8|11|14|7|12|14|10|3
29010209001|2010-11|18|24|24|25|32|35|35|0|20|21|22|22|27|25|10|0
29010209801|2010-11|28|28|34|39|40|39|63|0|23|30|31|36|41|37|43|0
29010209803|2010-11|0|0|1|1|2|0|0|0|3|1|1|3|4|0|0|0
29010209808|2010-11|5|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0
29010209901|2010-11|8|10|11|14|9|6|17|12|8|9|7|6|13|12|7|16
29010211901|2010-11|22|23|31|26|24|21|35|0|21|19|23|34|31|32|39|0
29010210001|2010-11|8|11|8|6|10|10|9|0|11|9|5|11|10|8|14|0
29010212001|2010-11|6|6|4|5|8|0|0|0|3|3|5|8|5|0|0|0
29010212201|2010-11|24|35|35|32|35|33|43|0|35|31|36|19|41|30|39|0
29010210101|2010-11|19|14|21|31|33|24|26|0|24|9|15|15|25|25|24|0
29010212202|2010-11|17|14|18|18|24|24|24|0|28|16|17|17|16|11|11|0
29010210201|2010-11|11|0|1|2|1|0|0|0|10|0|0|1|1|2|0|0
29010210301|2010-11|8|7|1|11|13|9|5|0|10|6|7|7|5|7|11|0
29010210501|2010-11|20|29|28|29|26|34|49|0|20|23|36|25|38|38|30|0
29010210503|2010-11|2|1|2|3|1|0|0|0|2|1|3|4|2|0|0|0
29010210505|2010-11|11|5|7|7|2|0|0|0|4|7|3|7|4|0|0|0
29010210601|2010-11|10|8|11|13|15|5|7|0|7|9|11|8|5|8|12|0
29010210701|2010-11|14|14|10|10|21|12|8|0|12|11|16|15|12|15|11|0
29010210801|2010-11|6|7|10|17|15|11|16|0|11|12|9|15|11|10|11|0
29010210802|2010-11|4|1|2|4|3|0|0|0|2|2|2|2|11|0|0|0
29010210803|2010-11|6|4|3|4|9|0|0|0|7|5|6|4|5|0|0|0
29010210830|2010-11|7|5|2|5|2|7|1|0|9|4|6|2|4|3|2|0
29010210901|2010-11|9|16|18|15|28|16|25|0|14|13|9|14|23|28|26|0
29010210904|2010-11|5|5|5|0|0|0|0|0|5|5|5|0|0|0|0|0
29010211001|2010-11|9|6|9|3|9|8|10|0|7|4|6|9|16|3|7|0
29010211101|2010-11|39|32|37|45|64|58|57|0|0|0|0|0|0|0|0|0
29010211102|2010-11|0|0|0|0|0|0|0|0|31|35|46|54|41|38|60|0
29010211103|2010-11|10|11|8|9|5|10|6|7|0|0|0|0|0|0|0|0
29010211105|2010-11|7|4|7|6|6|0|0|0|7|3|5|4|5|0|0|0
29010211106|2010-11|12|12|16|17|10|6|7|0|11|7|11|13|10|15|10|0
29010211108|2010-11|0|0|0|0|0|0|0|0|20|17|18|20|13|0|0|0
29010211109|2010-11|5|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0
29010211201|2010-11|13|14|19|20|22|28|23|0|17|9|21|22|16|28|23|0
29010211202|2010-11|1|2|2|4|2|0|0|0|2|2|2|2|4|0|0|0
29010211203|2010-11|8|3|14|9|5|0|0|0|11|7|11|11|11|0|0|0
29010211205|2010-11|12|18|14|17|18|0|0|0|11|9|10|11|11|0|0|0
29010207902|2010-11|0|0|0|0|0|0|0|0|2|5|7|4|6|3|8|0
29010211301|2010-11|21|29|23|32|31|42|26|0|11|20|25|11|37|29|36|0
29010211302|2010-11|8|6|5|5|14|2|7|1|11|10|12|11|13|6|13|8
29010207906|2010-11|17|23|26|26|24|21|17|0|19|8|8|13|20|12|3|0
29010211303|2010-11|8|7|10|11|4|0|0|0|4|2|8|2|7|0|0|0
29010211401|2010-11|1|6|1|3|3|0|0|0|8|3|0|3|4|0|0|0
29010212301|2010-11|21|21|22|29|35|41|48|0|9|27|27|22|39|28|37|0
29010212204|2010-11|4|1|2|1|0|0|0|0|1|2|2|3|4|0|0|0
29010212101|2010-11|11|6|12|14|13|12|16|22|11|5|11|8|16|23|23|13
29010212207|2010-11|1|5|4|0|0|0|0|0|2|2|3|0|0|0|0|0
29010212203|2010-11|7|6|9|7|6|10|11|0|7|14|10|9|6|6|6|0
29010212208|2010-11|5|5|0|0|0|0|0|0|5|5|0|0|0|0|0|0
29010212303|2010-11|5|12|4|5|5|0|0|0|6|2|4|9|9|0|0|0
29010212304|2010-11|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|0
29010212305|2010-11|8|11|4|14|4|8|15|0|12|6|10|10|8|13|8|0
29010212307|2010-11|3|10|4|7|0|0|0|0|14|5|5|7|0|0|0|0
29010212401|2010-11|9|10|13|9|9|14|7|0|4|10|13|16|16|10|12|0
29010212408|2010-11|12|10|19|14|15|17|18|8|19|15|9|12|18|11|10|9
29010212409|2010-11|2|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0
29010212501|2010-11|11|16|17|12|16|12|16|10|11|9|14|12|9|10|21|12
29010212601|2010-11|14|11|12|13|12|16|11|10|6|10|15|19|9|20|10|5
29010212602|2010-11|14|9|9|14|19|0|0|0|8|9|10|7|17|0|0|0
29010212603|2010-11|2|4|5|9|2|0|0|0|6|6|6|6|3|0|0|0
29010212604|2010-11|13|15|15|14|14|16|14|0|13|17|18|16|16|16|17|0
29010212605|2010-11|13|4|11|9|25|8|20|0|8|4|11|4|28|22|22|0
29010212606|2010-11|1|1|5|4|6|4|6|8|0|8|9|5|2|2|5|4
29010212608|2010-11|22|17|25|30|29|32|23|0|19|15|22|18|13|9|12|0
29010212611|2010-11|9|5|6|4|7|5|5|0|7|5|3|4|3|2|2|0
29010212621|2010-11|23|34|40|42|50|50|34|0|15|39|26|35|33|38|28|0
29010212626|2010-11|0|0|0|0|0|23|16|94|0|0|0|0|0|29|20|53
29010213201|2010-11|8|15|12|8|12|0|0|0|17|10|13|17|13|0|0|0
29010213202|2010-11|8|15|12|8|12|0|0|0|17|10|13|17|13|0|0|0
29010213301|2010-11|12|7|12|11|20|17|15|0|11|8|12|15|12|9|13|0
29010213302|2010-11|1|1|0|3|1|0|0|0|2|3|6|0|4|0|0|0
29010300101|2010-11|22|32|39|41|42|47|37|0|34|23|33|36|36|44|30|0
29010300102|2010-11|8|8|13|16|14|18|14|0|14|16|13|14|15|15|12|0
29010300103|2010-11|0|2|2|1|3|0|0|0|5|8|6|6|6|0|0|0
29010300105|2010-11|17|17|26|21|15|6|0|0|10|14|10|11|11|9|0|0
29010300201|2010-11|6|16|10|8|5|0|0|0|4|6|8|9|6|0|0|0
29010300202|2010-11|2|4|4|5|3|0|0|0|2|2|5|2|3|0|0|0
29010300203|2010-11|7|3|5|7|10|0|0|0|6|4|11|6|11|0|0|0
29010207913|2010-11|29|23|26|14|11|15|11|0|17|22|23|7|7|8|4|0
29010211402|2010-11|3|0|1|3|4|0|0|0|2|1|3|0|1|0|0|0
29010211501|2010-11|14|17|10|18|20|17|16|0|14|16|21|14|15|12|11|0
29010208002|2010-11|3|1|2|1|1|0|0|0|1|3|5|2|4|0|0|0
29010211502|2010-11|7|7|4|4|9|6|7|0|11|5|8|4|7|6|10|0
29010211504|2010-11|3|1|1|0|0|0|0|0|2|4|1|0|0|0|0|0
29010208301|2010-11|23|13|13|11|25|17|12|15|22|14|14|15|18|24|27|15
29010211505|2010-11|1|2|2|2|0|0|0|0|1|2|5|5|0|0|0|0
29010211601|2010-11|7|6|6|5|5|9|12|0|6|5|8|6|7|5|13|0
29010208601|2010-11|16|16|17|23|31|23|15|0|16|18|18|13|21|26|24|0
29010211701|2010-11|24|18|22|33|26|36|27|0|23|17|22|29|34|29|25|0
29010211704|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|163|143|155
29010211711|2010-11|13|18|16|19|12|0|0|0|19|26|14|13|7|0|0|0
29010208801|2010-11|13|10|16|11|14|0|0|0|14|13|6|7|15|0|0|0
29010211712|2010-11|16|18|18|24|16|10|0|0|17|9|14|10|19|7|0|0
29010211801|2010-11|15|22|15|16|19|17|14|19|21|11|8|19|13|18|18|22
29010211802|2010-11|1|0|1|0|1|0|0|0|1|2|1|1|2|0|0|0
29010208901|2010-11|8|10|12|10|14|20|14|0|10|9|11|10|13|12|14|0
29010211803|2010-11|0|3|0|2|2|0|0|0|2|1|2|1|2|0|0|0
29010300302|2010-11|6|7|8|0|0|0|0|0|7|3|8|0|0|0|0|0
29010300303|2010-11|4|2|12|0|0|0|0|0|2|0|0|0|0|0|0|0
29010300403|2010-11|1|0|0|0|0|0|0|0|13|0|0|0|0|0|0|0
29010300501|2010-11|12|10|16|28|31|30|31|5|8|9|19|15|14|21|17|0
29010300502|2010-11|129|128|131|124|70|70|52|0|94|77|79|64|52|403|40|0
29010300602|2010-11|19|6|7|7|7|6|0|0|22|7|4|0|6|7|0|0
29010300604|2010-11|27|30|32|44|39|43|37|0|9|9|10|12|18|10|9|0
29010300702|2010-11|11|7|10|14|10|0|0|0|13|10|9|7|9|0|0|0
29010300801|2010-11|37|45|63|82|96|83|99|0|17|23|18|32|30|29|37|0
29010300803|2010-11|0|0|0|0|0|0|0|0|31|38|38|64|57|59|67|0
29010300901|2010-11|8|17|11|11|9|6|8|3|18|18|24|25|24|19|15|13
29010301003|2010-11|5|7|17|0|0|0|0|0|3|9|2|0|0|0|0|0
29010301004|2010-11|6|8|5|6|2|0|0|0|4|5|6|2|0|0|0|0
29010301102|2010-11|0|0|0|0|0|0|0|0|93|85|84|84|101|111|103|0
29010301201|2010-11|10|19|16|11|17|23|19|0|20|9|15|16|18|15|20|0
29010301203|2010-11|24|48|49|26|41|24|15|0|14|29|30|27|16|15|13|0
29010301301|2010-11|45|55|68|91|83|86|103|8|43|24|39|68|61|63|75|0
29010301303|2010-11|2|4|3|3|0|4|8|0|4|3|4|6|10|4|2|0
29010301401|2010-11|2|3|8|6|0|0|0|0|0|1|3|1|2|0|0|0
29010301403|2010-11|46|48|45|71|60|73|61|0|35|40|31|49|34|41|45|0
29010301404|2010-11|70|101|80|66|56|43|42|0|57|39|42|40|40|27|30|0
29010301501|2010-11|14|12|17|17|20|43|23|18|19|10|15|25|30|30|39|29
29010301502|2010-11|5|9|7|6|5|15|17|0|5|2|12|5|6|12|14|0
29010300205|2010-11|22|1|2|1|2|1|0|0|12|0|1|3|0|0|0|0
29010300206|2010-11|6|9|2|10|0|0|0|0|10|7|8|5|0|0|0|0
29010301505|2010-11|95|94|97|97|86|84|82|0|53|55|51|51|45|44|42|0
29010301509|2010-11|0|0|0|0|0|26|33|0|0|0|0|0|0|32|22|0
29010301511|2010-11|0|0|0|0|0|22|23|0|0|0|0|0|0|11|21|0
29010301512|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|91|110|0
29010301602|2010-11|11|7|10|10|10|11|11|0|7|7|10|2|7|7|4|0
29010301604|2010-11|44|35|31|31|31|24|32|0|37|26|18|27|28|24|25|0
29010301702|2010-11|8|1|1|2|0|0|0|0|2|0|1|0|3|0|0|0
29010301703|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|140|139|0
29010301801|2010-11|5|6|3|9|3|0|0|0|4|1|5|8|3|0|0|0
29010301802|2010-11|26|14|15|28|26|26|32|0|16|26|20|22|24|23|43|0
29010301901|2010-11|4|11|3|4|17|12|5|0|6|11|10|11|7|9|22|0
29010209003|2010-11|1|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0
29010209101|2010-11|13|22|14|21|24|22|26|0|15|12|30|13|28|19|18|0
29010209201|2010-11|1|1|9|1|10|12|12|0|2|4|7|6|9|13|4|0
29010209202|2010-11|33|38|29|38|39|20|28|0|22|16|23|19|20|19|17|0
29010209301|2010-11|18|25|17|32|31|35|39|0|0|0|0|0|0|0|0|0
29010209302|2010-11|0|0|0|0|0|0|0|0|15|17|23|24|21|30|35|0
29010209303|2010-11|2|5|5|3|4|0|0|0|3|2|4|2|2|0|0|0
29010209304|2010-11|1|5|0|3|2|0|0|0|1|0|1|0|0|0|0|0
29010209305|2010-11|5|4|7|11|7|0|0|0|7|4|6|8|4|0|0|0
